帧号,球员ID,画面X,画面Y,雷达X,雷达Y,真实X(米),真实Y(米),队伍
636,1,845.87,423.61,6244.01,1545.18,45.21,24.53,0
636,13,648.65,301.61,5539.0,696.51,34.04,13.4,0
636,44,1674.49,400.04,10017.38,2692.5,105.0,39.58,1
636,29,897.74,375.3,6551.11,1405.74,50.08,22.7,1
636,12,247.41,525.47,3390.43,1099.27,0.0,18.68,1
636,14,522.76,444.81,4754.48,1151.99,21.61,19.37,0
636,5,544.09,273.86,5109.32,413.17,27.23,9.68,1
636,47,874.66,254.17,6630.22,824.47,51.33,15.08,0
636,11,546.74,407.91,4918.5,1021.84,24.21,17.67,1
636,17,686.97,205.02,5857.97,318.82,39.1,8.44,1
636,3,1111.98,394.87,7487.84,1818.13,64.92,28.11,0
636,19,1128.63,396.32,7560.77,1849.9,66.08,28.53,1
636,37,255.73,206.94,3909.89,-324.95,8.23,0.0,3
636,46,1398.28,973.06,7904.55,4859.32,71.52,68.0,3
636,53,597.37,178.56,5493.84,63.88,33.33,5.1,3
637,15,502.28,370.08,4754.85,784.63,21.85,14.54,0
637,2,515.18,706.33,4301.31,2333.78,14.7,34.66,1
637,6,971.21,410.5,6826.32,1682.84,54.49,26.21,1
637,7,1122.56,633.13,7175.62,2926.04,60.0,42.36,0
637,21,945.96,584.54,6446.36,2436.01,48.51,35.99,1
637,8,986.74,337.41,7008.27,1374.0,57.36,22.2,0
637,10,1161.78,900.13,6947.32,4200.3,56.4,58.91,1
637,1,851.33,423.85,6260.67,1560.91,45.58,24.62,0
637,29,901.28,373.61,6564.41,1408.47,50.37,22.64,1
637,13,651.01,302.28,5534.67,702.79,34.14,13.48,0
637,20,796.53,566.04,5794.81,2124.22,38.24,31.94,0
637,12,249.36,524.92,3368.54,1103.71,0.0,18.69,1
637,44,1671.84,398.85,10031.03,2697.1,105.0,39.38,1
637,3,1115.83,393.39,7510.2,1825.28,65.27,28.06,0
637,5,546.74,274.7,5102.37,418.5,27.32,9.78,1
637,9,284.04,318.65,3840.48,218.27,7.44,7.18,1
637,51,1103.77,444.8,7377.06,2040.75,63.17,30.86,0
637,11,550.45,410.03,4913.12,1039.73,24.34,17.85,1
637,14,527.19,444.45,4754.9,1160.89,21.85,19.43,0
637,19,1135.95,396.23,7597.4,1868.84,66.65,28.62,1
637,17,687.4,205.47,5847.66,317.86,39.07,8.48,1
637,47,879.49,253.82,6647.75,830.4,51.68,15.14,0
637,46,1405.33,972.4,7945.07,4900.04,72.13,68.0,3
637,37,258.11,205.76,3894.51,-334.75,8.29,0.0,3
637,53,597.71,179.27,5479.61,62.1,33.27,5.16,3
638,15,501.49,370.24,4745.63,782.98,21.75,14.51,0
638,7,1123.32,632.66,7179.82,2928.85,60.12,42.34,0
638,6,975.05,411.34,6841.81,1693.45,54.79,26.32,1
638,21,947.97,582.91,6456.36,2434.27,48.71,35.93,1
