帧号,球员ID,画面X,画面Y,雷达X,雷达Y,真实X(米),真实Y(米),队伍
11,23,627.27,207.4,2775.83,1626.73,0.0,0.0,3
12,1,394.11,659.28,5798.09,5621.75,41.26,49.79,0
12,3,860.28,420.21,5885.61,4178.98,42.46,31.81,0
12,2,933.82,649.06,7272.33,5728.02,61.4,51.12,0
12,4,883.0,488.24,6385.06,4733.61,49.28,38.72,0
12,9,639.61,341.65,4437.84,3428.14,22.68,22.45,0
12,5,607.02,469.17,5341.01,4557.66,35.02,36.53,0
12,7,617.91,395.46,4834.0,3957.74,28.09,29.05,0
12,8,965.46,429.75,6350.84,4267.69,48.81,32.91,0
12,10,943.2,352.01,5713.44,3489.48,40.11,23.21,1
12,12,767.78,325.96,4770.76,3226.68,27.23,19.94,0
12,14,1094.31,347.32,6346.15,3406.66,48.75,22.18,1
12,15,1193.3,421.0,7253.97,4195.59,61.15,32.02,1
12,13,1432.33,409.55,8354.73,4082.68,76.19,30.61,1
12,18,1452.08,478.98,8680.21,4753.48,80.64,38.97,1
12,16,1212.04,514.83,7753.0,4990.1,67.97,41.92,1
12,17,926.24,331.15,5467.52,3249.49,36.75,20.22,0
12,11,1175.43,253.12,5959.32,1983.61,43.46,4.44,1
12,19,1491.83,668.55,9246.87,6027.23,88.38,54.85,1
12,20,924.35,233.7,4442.07,1838.07,22.74,2.63,0
12,21,1394.45,317.76,7718.4,2919.85,67.5,16.11,1
12,22,964.92,520.76,6843.7,4980.44,55.55,41.8,1
12,6,1788.74,894.18,10463.63,7082.13,105.0,68.0,3
12,23,627.27,207.4,2777.73,1627.34,0.0,0.0,3
13,1,393.86,659.19,5795.81,5620.48,40.96,49.69,0
13,3,860.69,419.41,5881.32,4169.74,42.14,31.48,0
13,2,933.95,648.3,7269.81,5722.74,61.19,50.97,0
13,9,639.53,341.51,4433.84,3423.91,22.27,22.12,0
13,4,882.77,488.17,6383.67,4731.33,49.03,38.53,0
13,5,606.96,468.86,5337.49,4553.96,34.67,36.3,0
13,7,618.06,395.32,4831.62,3954.5,27.73,28.78,0
13,8,965.03,429.58,6348.2,4263.99,48.54,32.66,0
13,10,943.4,351.96,5713.62,3485.91,39.84,22.9,1
13,12,768.07,326.0,4770.57,3223.92,26.89,19.61,0
13,15,1193.3,421.21,7256.21,4195.11,61.0,31.8,1
13,14,1094.4,347.19,6346.3,3401.75,48.52,21.84,1
13,17,926.06,330.65,5461.88,3240.18,36.38,19.81,0
13,13,1432.31,409.45,8356.4,4078.54,76.1,30.34,1
13,18,1452.21,479.04,8682.55,4751.35,80.58,38.78,1
13,16,1211.93,515.18,7754.66,4990.54,67.84,41.78,1
13,19,1491.67,668.13,9245.63,6022.42,88.3,54.74,1
13,11,1175.38,252.94,5958.17,1974.3,43.19,3.92,1
13,20,924.55,233.59,4439.51,1829.69,22.35,2.11,0
13,21,1394.16,317.48,7717.97,2911.33,67.34,15.68,1
13,22,964.31,521.32,6844.29,4982.48,55.35,41.68,1
13,6,1788.97,894.4,10462.44,7079.1,105.0,68.0,3
13,23,627.71,209.86,2810.63,1661.91,0.0,0.0,3
14,1,393.86,659.21,5796.36,5621.44,40.99,49.71,0
14,3,860.68,419.39,5880.92,4169.81,42.15,31.49,0
14,2,933.95,648.23,7269.77,5722.89,61.2,50.98,0
14,9,639.53,341.5,4433.16,3424.0,22.29,22.13,0
14,4,882.77,488.18,6383.74,4731.85,49.05,38.54,0
14,5,606.97,468.89,5337.66,4554.73,34.7,36.32,0
14,7,617.95,395.37,4831.3,3955.31,27.75,28.8,0
14,8,965.04,429.58,6348.04,4264.18,48.56,32.67,0
14,10,943.4,351.96,5713.17,3485.85,39.85,22.9,1
14,12,768.07,326.0,4769.84,3223.83,26.91,19.62,0
14,14,1094.36,347.19,6345.61,3401.45,48.53,21.85,1
14,15,1193.35,421.22,7256.26,4195.11,61.02,31.81,1
14,17,926.06,330.65,5461.24,3240.02,36.39,19.82,0
14,13,1432.31,409.45,8356.21,4078.25,76.11,30.34,1
14,16,1211.94,515.16,7754.58,4990.55,67.86,41.79,1
14,18,1452.2,479.04,8682.36,4751.22,80.58,38.79,1
14,19,1491.69,668.15,9245.68,6022.63,88.31,54.74,1
14,11,1175.38,252.94,5957.07,1972.94,43.19,3.92,1
14,20,924.55,233.59,4438.01,1828.55,22.35,2.1,0
14,21,1394.17,317.49,7717.51,2910.41,67.35,15.68,1
14,22,964.32,521.33,6844.41,4982.92,55.37,41.69,1
14,6,1788.96,894.33,10462.06,7078.71,105.0,68.0,3
14,23,627.71,209.86,2808.62,1660.97,0.0,0.0,3
15,1,393.87,659.21,5796.64,5621.84,40.99,49.71,0
15,3,860.68,419.39,5881.59,4170.31,42.15,31.49,0
15,2,933.95,648.32,7270.44,5723.63,61.21,50.99,0
15,9,639.53,341.5,4433.87,3424.58,22.29,22.13,0
15,4,882.77,488.18,6384.33,4732.31,49.05,38.55,0
15,5,606.97,468.89,5338.15,4555.2,34.7,36.32,0
15,7,617.95,395.37,4831.89,3955.84,27.75,28.8,0
15,8,965.03,429.61,6348.91,4264.94,48.56,32.68,0
15,10,943.4,351.95,5713.91,3486.25,39.85,22.9,1
15,12,768.07,326.0,4770.64,3224.4,26.91,19.62,0
15,14,1094.36,347.19,6346.55,3402.01,48.53,21.85,1
15,17,926.06,330.65,5462.1,3240.54,36.4,19.82,0
15,15,1193.42,421.22,7257.32,4195.56,61.03,31.81,1
15,13,1432.31,409.44,8356.96,4078.55,76.12,30.34,1
15,16,1211.94,515.17,7755.19,4991.04,67.86,41.79,1
15,18,1452.2,479.05,8683.05,4751.67,80.59,38.79,1
