帧号,球员ID,画面X,画面Y,雷达X,雷达Y,真实X(米),真实Y(米),队伍
14,11,1175.38,252.94,5957.18,1973.45,43.19,3.92,1
14,20,924.55,233.59,4438.31,1829.03,22.35,2.1,0
14,21,1394.17,317.49,7717.45,2910.79,67.34,15.68,1
14,22,964.32,521.33,6844.27,4982.9,55.36,41.69,1
14,6,1788.96,894.33,10462.13,7078.95,105.0,68.0,3
14,23,627.71,209.85,2809.15,1661.36,0.0,0.0,3
15,1,393.87,659.21,5796.73,5621.96,41.0,49.72,0
15,3,860.68,419.39,5881.47,4170.51,42.16,31.5,0
15,2,933.95,648.32,7270.4,5723.77,61.22,50.99,0
15,9,639.53,341.5,4433.6,3424.71,22.3,22.14,0
15,4,882.77,488.18,6384.26,4732.52,49.06,38.55,0
15,5,606.97,468.88,5338.09,4555.38,34.7,36.33,0
15,7,617.95,395.37,4831.74,3956.01,27.76,28.8,0
15,8,965.03,429.61,6348.79,4265.17,48.57,32.68,0
15,10,943.4,351.95,5713.68,3486.41,39.86,22.91,1
15,12,768.07,326.0,4770.33,3224.5,26.92,19.62,0
15,14,1094.36,347.19,6346.32,3402.18,48.54,21.85,1
15,17,926.06,330.65,5461.82,3240.67,36.4,19.83,0
15,15,1193.42,421.22,7257.17,4195.8,61.03,31.81,1
15,13,1432.31,409.44,8356.8,4078.82,76.12,30.35,1
15,16,1211.94,515.17,7755.07,4991.27,67.87,41.8,1
15,18,1452.2,479.05,8682.89,4751.94,80.6,38.8,1
15,19,1491.71,668.12,9245.77,6022.77,88.32,54.75,1
15,11,1175.38,252.94,5957.92,1973.51,43.21,3.92,1
15,20,924.55,233.59,4438.52,1829.03,22.36,2.11,0
15,21,1394.17,317.49,7718.45,2911.14,67.36,15.69,1
15,22,964.31,521.32,6844.84,4983.5,55.38,41.7,1
15,6,1788.97,894.33,10461.6,7078.59,105.0,68.0,3
15,23,627.71,209.85,2808.6,1661.28,0.0,0.0,3
16,1,393.87,659.21,5796.82,5621.81,40.99,49.72,0
16,3,860.68,419.39,5881.89,4170.43,42.16,31.5,0
16,2,933.94,648.32,7270.57,5723.57,61.22,51.0,0
16,9,639.53,341.5,4434.03,3424.68,22.3,22.14,0
16,4,882.77,488.18,6384.6,4732.39,49.06,38.55,0
16,5,606.97,468.89,5338.39,4555.32,34.7,36.33,0
16,7,617.95,395.37,4832.1,3955.95,27.76,28.81,0
16,8,965.03,429.61,6349.23,4265.07,48.57,32.69,0
16,10,943.4,351.95,5714.24,3486.38,39.86,22.91,1
16,12,768.07,326.0,4770.85,3224.48,26.92,19.62,0
16,14,1094.36,347.19,6346.95,3402.15,48.54,21.85,1
16,15,1193.36,421.22,7257.43,4195.69,61.04,31.82,1
16,17,926.06,330.65,5462.42,3240.64,36.41,19.83,0
16,13,1432.31,409.44,8357.33,4078.69,76.13,30.35,1
16,16,1211.94,515.17,7755.4,4991.05,67.87,41.8,1
16,18,1452.2,479.05,8683.27,4751.72,80.6,38.8,1
16,19,1491.72,668.12,9245.92,6022.42,88.32,54.75,1
16,11,1175.38,252.94,5958.85,1973.61,43.22,3.92,1
16,20,924.55,233.59,4439.33,1829.08,22.37,2.11,0
16,21,1394.17,317.49,7719.23,2911.17,67.37,15.69,1
16,22,964.31,521.32,6845.16,4983.35,55.38,41.7,1
16,6,1788.97,894.33,10461.42,7078.04,105.0,68.0,3
16,23,627.71,209.85,2809.2,1661.31,0.0,0.0,3
17,1,393.87,659.22,5797.24,5621.87,40.99,49.72,0
17,3,860.68,419.39,5882.39,4170.51,42.16,31.5,0
17,2,933.95,648.32,7270.93,5723.54,61.21,51.0,0
17,9,639.53,341.5,4434.68,3424.84,22.29,22.14,0
17,4,882.77,488.18,6385.04,4732.43,49.06,38.55,0
17,5,606.97,468.89,5338.92,4555.41,34.7,36.33,0
17,7,617.95,395.37,4832.67,3956.07,27.75,28.81,0
17,8,965.02,429.61,6349.67,4265.14,48.57,32.69,0
17,10,943.4,351.95,5714.8,3486.5,39.86,22.91,1
17,12,768.07,326.0,4771.49,3224.65,26.91,19.62,0
17,14,1094.36,347.19,6347.46,3402.27,48.54,21.85,1
17,17,926.06,330.65,5463.02,3240.81,36.4,19.83,0
17,15,1193.39,421.21,7257.95,4195.71,61.04,31.81,1
17,13,1432.31,409.44,8357.64,4078.71,76.13,30.35,1
17,16,1211.94,515.17,7755.75,4991.04,67.87,41.8,1
17,18,1452.2,479.05,8683.56,4751.7,80.6,38.79,1
17,19,1491.71,668.11,9246.13,6022.32,88.32,54.75,1
17,11,1175.38,252.94,5959.47,1973.92,43.22,3.92,1
17,20,924.55,233.59,4440.13,1829.44,22.37,2.11,0
17,21,1394.17,317.49,7719.61,2911.32,67.37,15.69,1
17,22,964.31,521.33,6845.57,4983.39,55.38,41.7,1
17,6,1788.97,894.33,10461.66,7077.96,105.0,68.0,3
17,23,627.71,209.85,2810.16,1661.7,0.0,0.0,3
18,1,393.87,659.22,5797.13,5621.84,40.99,49.72,0
18,3,860.68,419.39,5882.27,4170.45,42.16,31.5,0
18,2,933.94,648.32,7270.84,5723.55,61.21,51.0,0
18,9,639.53,341.5,4434.53,3424.76,22.29,22.14,0
18,4,882.77,488.18,6384.93,4732.39,49.06,38.55,0
18,5,606.97,468.89,5338.78,4555.35,34.7,36.33,0
